first_name,last_name,email,password_hash,phone_number,date_of_birth,time_on_app,user_type,is_active,last_payment_method,reviews,last_ip,last_coordinates,last_device,last_browser,last_os,last_login,last_logout,in_cart,wishlist,last_search,created_date,generated_at,purchase_count,total_spent
Bea,Oulaley,beaoulaley@protonmail.com,hZsoHLCg6mpTApCd,7395852610,06/09/1990,77 hours 51 minutes 24 seconds,regular,false,stripe,"[""The way I was treated, I could not believe my ears. Hope you don't have to go through this sneaker cleaner."", ""I am very happy with the way that this eyelash curler has changed the very way that I live."", ""I am cannot believe my eyes when I saw this coat. I am very happy with this coat""]",147.172.122.58,"LAT: -10, LONG: -162",ios,chrome,ios,03/24/2022 12:37:50,11/30/2024 16:27:20,"[""ankle weights"", ""dumbbell set""]","[""sports watch"", ""exercise bike"", ""ankle weights"", ""elliptical machine""]",balance board,08/01/2024,2025-07-31 16:57:57,1,169.4
Kai,Vanyas,kaivanyas@outlook.com,I7qaanqAT6RuxKbi,6686644914,04/28/1977,92 hours 53 minutes 41 seconds,premium,true,stripe,"[""I am very excited to try out this trampoline. I have heard some many positive things!"", ""I am very dissatisfied with how this performs compared to the last version of this hiking boots."", ""My son bought this and he is very happy with this puzzle storage"", ""I am very happy with the way that this jeans"", ""I am very happy with this hair ties""]",137.130.75.229,"LAT: -73, LONG: 137",windows,firefox,windows,01/09/2022 08:13:59,10/22/2022 10:14:34,"[""VR headset"", ""wireless mouse"", ""action camera"", ""gaming headset"", ""microphone""]","[""bluetooth speaker"", ""tablet"", ""VR headset""]",camera,08/01/2024,2025-07-31 16:57:57,1,86.66
Liam,Yas,liamyas@gmail.com,p9vySyScMKnKNjZy,6911267472,08/07/2002,93 hours 7 minutes 23 seconds,premium,true,stripe,"[""I am very happy with the way that this underwear has changed the very way that I live."", ""I am very satisfied with this dining table"", ""I am not satisfied with this suit.""]",241.85.166.252,"LAT: 42, LONG: 103",ios,safari,ios,04/21/2024 21:07:14,07/18/2022 04:28:57,"[""fantasy novel"", ""young adult novel"", ""bookends""]","[""romance novel"", ""book storage box""]",bookmarks,08/01/2024,2025-07-31 16:57:57,1,185.38
Alice,Vic,alicevic@gmail.com,tQSPKCiBmH4Gzay0,4812264001,05/07/1992,80 hours 58 minutes 6 seconds,regular,true,paypal,"[""The way this pet toothbrush has changed my life, I could not believe my eyes when I saw this pet toothbrush!"", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this educational toys.""]",170.60.11.106,"LAT: -43, LONG: 34",windows,chrome,windows,10/17/2024 03:02:32,02/11/2022 09:38:17,"[""skateboard""]","[""sports towel"", ""barbell set"", ""ankle weights"", ""exercise bike"", ""foam roller""]",yoga blocks,08/01/2024,2025-07-31 16:57:57,2,3797.81
Yan,Disia,yandisia@gmail.com,XhOb1IkvvgfjDGz1,3827686209,05/26/1996,64 hours 3 minutes 35 seconds,free-trial,true,credit_card,"[""The way I was treated, I could not believe my ears. Hope you don't have to go through this toaster."", ""I am very frustrated with the Customer Service, they kept dropping my calls pet scratching post."", ""I am very happy with oven"", ""I am very happy with this pet bed accessories"", ""The way this running shoes has changed my life, I could not believe my eyes when I saw this running shoes!""]",193.56.95.130,"LAT: -74, LONG: -87",unknown,firefox,MacOS,02/23/2022 09:27:24,01/19/2024 18:42:46,"[""bath bombs"", ""beauty blender"", ""makeup bag""]","[""cotton pads"", ""bathrobe"", ""bath bombs"", ""beauty blender""]",perfume,08/01/2024,2025-07-31 16:57:57,2,345.11
Ike,Mckateley,ikemckateley@gmail.com,eSYpqQSKKGbSKMlb,4651011718,12/26/1957,42 hours 35 minutes 31 seconds,regular,true,stripe,"[""I am very dissatisfied with this swimwear.""]",169.235.158.96,"LAT: 7, LONG: 30",windows,firefox,windows,01/28/2023 03:31:03,12/08/2022 14:57:50,"[""treadmill"", ""yoga mat"", ""sports cap"", ""sports gloves""]","[""baseball bat"", ""fitness tracker accessories"", ""bicycle"", ""jump rope"", ""dumbbell set""]",fitness tracker accessories,08/01/2024,2025-07-31 16:57:57,4,1162.4399999999998
Eve,Nate,evenate@aol.com,lCrVGj4OXPrEvKNI,3740350870,10/10/1967,105 hours 11 minutes 8 seconds,regular,true,paypal,"[""The way I was treated, I could not believe my ears. Hope you don't have to go through this yoga blocks."", ""Wow I cannot believe this washing machine""]",141.5.215.215,"LAT: -32, LONG: 25",windows,firefox,windows,02/18/2024 20:40:09,01/20/2024 04:22:13,"[""rowing machine"", ""sports headband"", ""bicycle"", ""jump rope""]","[""sports socks"", ""fitness tracker accessories""]",yoga blocks,08/01/2024,2025-07-31 16:57:57,1,2545.12
Nate,Paulton,natepaulton@gmail.com,eVvYrXSPq3pNvuk5,0151216330,10/25/1976,68 hours 20 minutes 6 seconds,regular,true,paypal,"[""The way I was treated, I could not believe my ears. Hope you don't have to go through this young adult novel."", ""I want to thank you for this toaster, it has changed my life. I am very happy with this toaster!""]",38.77.64.152,"LAT: -65, LONG: 13",ios,chrome,ios,06/30/2024 12:55:59,05/08/2022 10:11:30,"[""fitness tracker band"", ""robot vacuum accessories""]","[""laptop"", ""home security camera""]",monitor,08/01/2024,2025-07-31 16:57:57,1,1054.79
Dee,Ogia,deeogia@outlook.com,uWr6rY3XMxVKXY9i,0622756772,09/21/1957,53 hours 25 minutes 22 seconds,regular,true,paypal,"[""I am very frustrated with the Customer Service, they kept dropping my calls non-stick cookware."", ""I want to thank you for this sandals, it has changed my life. I am very happy with this sandals!""]",174.38.74.109,"LAT: 63, LONG: -138",android,safari,android,12/26/2022 02:37:50,11/05/2023 11:08:48,"[""pet grooming wipes"", ""pet water fountain"", ""pet first aid kit"", ""pet bed accessories""]","[""pet waste bags"", ""pet flea and tick treatment"", ""pet shampoo""]",pet odor eliminator,08/01/2024,2025-07-31 16:57:57,2,6699.18
Zia,Vanxanson,ziavanxanson@outlook.com,wk1uFcjebexE9bJO,4740319627,07/29/1962,89 hours 43 minutes 23 seconds,regular,false,credit_card,"[""The way I was treated, I could not believe my ears. Hope you don't have to go through this pet leash."", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this hoodie."", ""Wow this is an amazing lip gloss.""]",89.13.181.223,"LAT: 10, LONG: 79",unknown,safari,MacOS,07/01/2022 16:44:37,12/26/2022 13:27:25,"[""dollhouse accessories"", ""action figures"", ""musical instruments for kids"", ""toy boxes"", ""stuffed animals""]","[""board games""]",board games,08/01/2024,2025-07-31 16:57:57,0,0
Gabe,Dizia,gabedizia@gmail.com,VLzCx91CjVceAfxU,2694026022,01/14/1979,93 hours 36 minutes 41 seconds,regular,true,stripe,"[""I am very dissatisfied with the way that this air purifier filters has changed my life."", ""I am very dissatisfied with the way that this shoe polish has changed my life."", ""I am very happy with this sports gloves""]",240.52.142.149,"LAT: -83, LONG: 39",unknown,chrome,linux,09/22/2024 02:27:32,07/16/2023 22:55:16,"[""patio umbrella"", ""office chair cushions"", ""armchair""]","[""garden bench"", ""coffee table""]",dining chairs,08/01/2024,2025-07-31 16:57:57,1,600.4
Hal,Ora,halora@gmail.com,nqezJ47ojs0bexvV,2500041698,02/13/1955,23 hours 30 minutes 54 seconds,regular,true,credit_card,"[""I am very frustrated with the Customer Service, they kept dropping my calls smartwatch.""]",160.153.71.138,"LAT: 16, LONG: 173",unknown,safari,unknown,01/30/2024 08:48:41,07/20/2022 03:59:32,"[""trampoline accessories"", ""musical instruments for kids"", ""puzzles"", ""action figures""]","[""remote control car"", ""stuffed animals""]",trampoline,08/01/2024,2025-07-31 16:57:57,7,24129.510000000002
Rex,Vanwendy,rexvanwendy@gmail.com,nq9oM0GdsDdJdrg2,2698802603,02/25/1979,11 hours 2 minutes 47 seconds,regular,true,credit_card,"[""The way the espresso machine has changed my life, I could not believe my eyes when I saw this espresso machine!""]",134.137.92.156,"LAT: 40, LONG: -167",android,firefox,android,11/13/2024 10:06:51,10/12/2024 14:37:17,"[""cast iron skillet"", ""oven mitts"", ""espresso machine""]","[""air fryer""]",baking sheets,08/01/2024,2025-07-31 16:57:57,0,0
Holly,Mcluke,hollymcluke@hotmail.com,oxTVQz5vdf83sz4v,5329164548,09/07/1989,102 hours 11 minutes 33 seconds,regular,true,stripe,"[""I am very happy with ankle boots"", ""My son bought this blender accessories and he has been telling me how happy he is with this blender accessories!"", ""I am very dissatisfied with how this performs compared to the last version of this electric kettle."", ""I am very happy with the way that this dumbbell set has changed my life."", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this slow cooker.""]",67.70.218.148,"LAT: -21, LONG: 5",ios,firefox,ios,09/18/2024 15:06:24,09/06/2022 04:31:54,"[""shoe organizer"", ""boots"", ""shoe laces""]","[""ballet flats"", ""shoe polish""]",flip flops,08/01/2024,2025-07-31 16:57:57,0,0
Cai,Macolivia,caimacolivia@gmail.com,1cbSxBrLdNppWcSK,7840132470,08/06/1971,18 hours 38 minutes 37 seconds,free-trial,true,paypal,"[""The way I was treated, I could not believe my ears. Hope you don't have to go through this t-shirt."", ""I am very happy with the way that this video game console accessories has changed the very way that I live."", ""I am very happy with work boots"", ""Wow I cannot believe this stuffed animal storage"", ""I am very happy with the way that this water heater parts""]",3.36.45.47,"LAT: -47, LONG: 150",ios,safari,ios,05/16/2024 13:25:24,09/06/2024 16:02:05,"[""outdoor furniture set"", ""console table"", ""gaming chair cushions"", ""sofa covers""]","[""office chair""]",storage ottoman,08/01/2024,2025-07-31 16:57:57,4,9891.17
Peter,Didee,peterdidee@gmail.com,Jhb21CCr1RMQAlFH,2806111016,04/21/1966,36 hours 29 minutes 43 seconds,regular,false,paypal,"[""I am very dissatisfied with the way that this smartwatch band.""]",159.64.112.85,"LAT: 32, LONG: -173",windows,chrome,windows,05/23/2023 07:02:55,10/29/2022 10:43:32,"[""stove"", ""microwave oven""]","[""vacuum cleaner"", ""water heater parts"", ""coffee maker"", ""air purifier"", ""blender accessories""]",water heater parts,08/01/2024,2025-07-31 16:57:57,3,22714.059999999998
Mila,Alalice,milaalalice@outlook.com,GQljKeVMtnGPHwIV,3054888448,03/18/1954,47 hours 57 minutes 18 seconds,premium,true,credit_card,"[""The amount of time I have save using this trench coat is amazing! I am very happy with this trench coat""]",116.11.71.168,"LAT: 69, LONG: -176",windows,chrome,windows,03/05/2024 12:23:03,05/27/2023 16:36:59,"[""basketball hoop"", ""exercise bike""]","[""skateboard"", ""soccer goal"", ""fitness tracker accessories""]",kettlebell set,08/01/2024,2025-07-31 16:57:57,0,0
Rita,Ria,ritaria@yahoo.com,gEFiItlSBaaCVfKk,9159166448,08/15/1958,100 hours 29 minutes 10 seconds,premium,true,stripe,"[""My son bought this and he is very happy with this 4K TV"", ""I am very happy with the way that this yoga blocks has changed my life."", ""Wow this is an amazing smart doorbell."", ""I want to thank you for this baking sheets, it has changed my life. I am very happy with this baking sheets!"", ""The amount of time I have save using this pet crate accessories is amazing! I am very happy with this pet crate accessories""]",155.20.71.72,"LAT: 40, LONG: 49",windows,firefox,windows,10/07/2023 12:00:03,10/22/2022 08:07:39,"[""coffee maker""]","[""food processor parts"", ""toaster"", ""dehumidifier""]",toaster,08/01/2024,2025-07-31 16:57:57,0,0
Via,Kia,viakia@outlook.com,PLTFGZG28K4v8bR7,2721070663,02/01/2002,32 hours 8 minutes 19 seconds,regular,true,stripe,"[""I am cannot believe my eyes when I saw this sweatshirt. I am very happy with this sweatshirt"", ""I am very happy with the way that this skateboard has changed my life."", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this food processor."", ""I want to thank you for this makeup sponge, it has changed my life. I am very happy with this makeup sponge!""]",16.203.244.32,"LAT: -16, LONG: -131",unknown,chrome,unknown,04/30/2023 08:26:18,08/13/2023 00:40:21,"[""photography book"", ""bookends"", ""poetry collection""]","[""art book"", ""book storage box""]",bookends,08/01/2024,2025-07-31 16:57:57,1,544.53
Hal,Lejake,hallejake@gmail.com,8TMnaXXtwFkZ9eTx,9892004422,06/10/1983,58 hours 58 minutes 42 seconds,free-trial,true,credit_card,"[""My son bought this and he is very happy with this pet water bowl"", ""Wow this is an amazing dollhouse."", ""I am very frustrated with the Customer Service, they kept dropping my calls sweatshirt."", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this blender."", ""The amount of time I have save using this boots is amazing! I am very happy with this boots""]",167.136.140.140,"LAT: -58, LONG: 162",ios,chrome,ios,01/02/2022 09:07:03,12/10/2022 10:01:14,"[""shoehorn"", ""heel grips""]","[""arch support"", ""shoe storage"", ""ballet flats"", ""shoe organizer"", ""slipper socks""]",shoe storage,08/01/2024,2025-07-31 16:57:57,0,0
Abe,Saintxan,abesaintxan@aol.com,SyZ8t6eHCraNs9Z6,1572444561,10/06/1969,16 hours 35 minutes 57 seconds,free-trial,true,stripe,"[""I am very frustrated with the Customer Service, they kept dropping my calls office chair cushions."", ""I am very excited to try out this smart doorbell. I have heard some many positive things!""]",70.167.186.1,"LAT: 39, LONG: -118",unknown,safari,MacOS,04/30/2023 07:30:22,03/28/2024 14:11:44,"[""tennis racket""]","[""sports sunglasses"", ""barbell set"", ""golf clubs"", ""wrist wraps""]",soccer goal,08/01/2024,2025-07-31 16:57:57,1,221.07
Sia,Disam,siadisam@gmail.com,LwKFBrqIGcNWQF5z,0240484065,08/19/1979,23 hours 1 minutes 35 seconds,regular,true,paypal,"[""The way I was treated, I could not believe my ears. Hope you don't have to go through this bookmarks."", ""I want to thank you for this reading light, it has changed my life. I am very happy with this reading light!""]",76.79.169.140,"LAT: -83, LONG: -10",unknown,safari,unknown,08/04/2023 05:05:05,12/04/2023 20:29:35,"[""bed"", ""desk""]","[""gaming chair"", ""patio umbrella"", ""bed frame accessories"", ""recliner accessories""]",gaming chair,08/01/2024,2025-07-31 16:57:57,0,0
Luna,Maclara,lunamaclara@yahoo.com,In1CZItEvFVp9jlK,1836812175,05/25/1972,68 hours 39 minutes 13 seconds,regular,true,credit_card,"[""I am very frustrated with the Customer Service, they kept dropping my calls electric kettle parts."", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this VR headset accessories."", ""I am very dissatisfied with how this performs compared to the last version of this sectional sofa covers."", ""I am very satisfied with this work boots""]",249.159.22.46,"LAT: -41, LONG: 139",unknown,chrome,MacOS,06/05/2024 02:27:53,07/26/2022 15:06:35,"[""kettlebell set"", ""boxing gloves"", ""skateboard"", ""sports cap"", ""treadmill""]","[""balance board""]",foam roller,08/01/2024,2025-07-31 16:57:57,0,0
Rex,Alemma,rexalemma@gmail.com,04mPMxvqOkQKluNE,2604723339,05/14/1982,86 hours 12 minutes 18 seconds,regular,false,stripe,"[""Wow I cannot believe this kitchen scale"", ""The way this ladle has changed my life, I could not believe my eyes when I saw this ladle!"", ""I am very dissatisfied with this monitor stand.""]",126.132.117.227,"LAT: 45, LONG: -42",unknown,chrome,unknown,02/15/2022 02:17:30,12/02/2024 20:59:41,"[""art book"", ""comic book""]","[""bookends"", ""fantasy novel""]",biography,08/01/2024,2025-07-31 16:57:57,1,186.52
Jay,Ada,jayada@outlook.com,wVDjIAbaXppXa8vp,2730227239,01/29/1958,92 hours 14 minutes 54 seconds,regular,true,paypal,"[""I am very happy with the way that this toy boxes"", ""Well worth the money on this gym bag""]",243.56.34.174,"LAT: -65, LONG: -18",unknown,chrome,linux,08/19/2023 23:31:12,05/27/2024 13:57:30,"[""self-help book"", ""book display stand"", ""history book""]","[""textbook"", ""young adult novel"", ""art book"", ""bookmarks""]",bookmarks,08/01/2024,2025-07-31 16:57:57,0,0
Fay,Ivyley,fayivyley@gmail.com,C5yN5MCHzttsAzCq,4415733230,02/02/2002,88 hours 0 minutes 21 seconds,regular,false,credit_card,"[""I am very happy with air purifier filters, it has changed my life."", ""I am not satisfied with this coffee maker."", ""I am very frustrated with the Customer Service, they kept dropping my calls reading light.""]",181.243.101.110,"LAT: 41, LONG: 49",ios,safari,ios,09/12/2024 09:25:04,10/17/2023 08:19:55,"[""air purifier""]","[""humidifier filters""]",coffee maker,08/01/2024,2025-07-31 16:57:57,0,0
Troy,Oalice,troyoalice@gmail.com,VWidXGGLtaRPRPKD,2638964450,12/15/1953,20 hours 41 minutes 39 seconds,admin,true,credit_card,"[""My son bought this apron and he has been telling me how happy he is with this apron!""]",25.121.111.182,"LAT: -88, LONG: -156",android,firefox,android,03/29/2024 12:40:25,10/14/2023 17:17:51,"[""gaming chair cushions"", ""sofa"", ""bookshelf organizers"", ""office chair cushions""]","[""bed frame accessories"", ""desk"", ""recliner"", ""bookshelf organizers""]",sofa covers,08/01/2024,2025-07-31 16:57:57,1,7079.83
Ned,Vic,nedvic@outlook.com,dKykNm1J8WIbWF6u,1345952955,06/15/1954,78 hours 30 minutes 36 seconds,regular,true,credit_card,"[""The way I was treated, I could not believe my ears. Hope you don't have to go through this cosmetic organizer."", ""I am very happy the way that this action camera mount""]",179.14.12.9,"LAT: 85, LONG: 14",unknown,safari,unknown,07/20/2023 22:42:37,02/27/2023 07:54:45,"[""arts and crafts storage""]","[""stuffed animal storage"", ""dollhouse""]",musical instrument storage,08/01/2024,2025-07-31 16:57:57,4,1469.33
John,Vonxiason,johnvonxiason@icloud.com,wR2TQdBPNFi2DSYZ,0908599450,11/09/1957,74 hours 46 minutes 53 seconds,regular,true,stripe,"[""I am very happy the way that this poetry collection"", ""I love this sports socks."", ""I am very frustrated with the Customer Service, they kept dropping my calls humidifier."", ""I am cannot believe my eyes when I saw this stuffed animal storage. I am very happy with this stuffed animal storage""]",24.38.237.159,"LAT: -79, LONG: -147",ios,safari,ios,11/13/2023 06:55:54,05/05/2023 03:58:55,"[""sectional sofa"", ""patio umbrella"", ""gaming chair"", ""sofa covers""]","[""bookshelf organizers"", ""sofa covers"", ""bed frame accessories""]",wardrobe,08/01/2024,2025-07-31 16:57:57,4,7310.63
Jack,Via,jackvia@yahoo.com,gEVtoBzti6RZbcac,6704058742,04/21/1955,39 hours 14 minutes 55 seconds,regular,true,credit_card,"[""I want to thank you for this sports cap, it has changed my life. I am very happy with this sports cap!""]",126.217.241.156,"LAT: -43, LONG: 114",unknown,firefox,unknown,06/25/2022 14:14:20,05/09/2022 12:54:13,"[""rice cooker"", ""ceramic cookware"", ""spatula"", ""measuring spoons""]","[""grater"", ""kitchen towels"", ""oven mitts"", ""pressure cooker"", ""food processor""]",whisk,08/01/2024,2025-07-31 16:57:57,3,1786.9700000000003
Jade,Devivsen,jadedevivsen@icloud.com,b9zacjWaBctwMUTi,6770487099,08/18/2001,99 hours 39 minutes 56 seconds,regular,true,paypal,"[""I am cannot believe my eyes when I saw this sectional sofa covers. I am very happy with this sectional sofa covers"", ""I am very happy with the way that this cookbook has changed the very way that I live."", ""The amount of time I have save using this leather jacket is amazing! I am very happy with this leather jacket"", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this jump rope.""]",76.245.186.50,"LAT: -74, LONG: -167",android,chrome,android,07/24/2022 03:17:01,03/12/2024 04:03:43,"[""coffee machine"", ""stand mixer""]","[""measuring spoons"", ""apron"", ""pressure cooker"", ""blender""]",slotted spoon,08/01/2024,2025-07-31 16:57:57,2,1517.9699999999998
Zed,Faye,zedfaye@hotmail.com,UDLkjVd94f8RaseF,9597325621,10/14/1975,25 hours 56 minutes 35 seconds,premium,true,credit_card,"[""I am very happy with the way that this pressure cooker has changed my life.""]",182.19.12.91,"LAT: -47, LONG: -117",android,firefox,android,07/04/2022 18:11:06,01/02/2023 10:56:57,"[""pet flea and tick treatment"", ""pet toys set"", ""pet crate"", ""pet feeding mat""]","[""pet crate accessories"", ""pet toys set"", ""pet carrier""]",pet flea and tick treatment,08/01/2024,2025-07-31 16:57:57,0,0
Alice,Saintvera,alicesaintvera@outlook.com,ayK5u4UmXcDp5cCB,4199420886,09/21/1994,103 hours 14 minutes 39 seconds,premium,true,stripe,"[""Wow this is an amazing coffee maker."", ""I am cannot believe my eyes when I saw this foam roller. I am very happy with this foam roller"", ""I am cannot believe my eyes when I saw this beauty blender. I am very happy with this beauty blender"", ""I want to thank you for this gaming chair, it has changed my life. I am very happy with this gaming chair!""]",23.65.148.51,"LAT: -36, LONG: -95",windows,safari,windows,12/12/2024 23:30:47,12/10/2023 09:33:19,"[""rice cooker"", ""microwave oven"", ""water heater"", ""dishwasher"", ""vacuum cleaner accessories""]","[""slow cooker"", ""water heater parts""]",slow cooker,08/01/2024,2025-07-31 16:57:57,4,6007.8099999999995
Wendy,Oyan,wendyoyan@hotmail.com,2LQwFWCL9zOZyuEx,1282637105,09/22/1993,37 hours 56 minutes 0 seconds,premium,true,credit_card,"[""I am very happy with the way that this puzzles has changed the very way that I live.""]",19.222.160.44,"LAT: 21, LONG: 44",unknown,chrome,MacOS,04/18/2022 02:55:23,12/16/2024 06:45:26,"[""sports sunglasses"", ""sports watch"", ""wrist wraps""]","[""hockey stick""]",baseball bat,08/01/2024,2025-07-31 16:57:57,6,5478.89
Eve,Ben,eveben@protonmail.com,n3XSFmzCQgPFqEnA,2592919695,05/11/1995,90 hours 32 minutes 3 seconds,regular,true,stripe,"[""The way I was treated, I could not believe my ears. Hope you don't have to go through this tablet."", ""I am very satisfied with this rice cooker"", ""I am not satisfied with this face mask.""]",16.137.186.244,"LAT: -24, LONG: 164",unknown,chrome,MacOS,05/29/2022 19:41:27,09/05/2022 11:56:48,"[""armchair""]","[""desk organizers"", ""dining table accessories"", ""office chair""]",recliner accessories,08/01/2024,2025-07-31 16:57:57,3,1652.04
